FILE_NO,REPORT_DATE,Month,Year,DATE_OPENED,DIVISION,BUSINESS_LINE,METHOD_OF_TRANSPORT,CUSTOMER_NAME,CUSTOMER_CITY,SHIPPER_NAME,CONSIGNEE_NAME,GROSS_WEIGHT,REVENUE,EXPENSE,PROFIT,DUTY_BILLED,TOTAL_BILLED_TO_ACCOUNT,Rev._Less_Duties
8009445,2020-01-06,Jan,2020,1/15/2020,80,75,DO,RED NOTICE YOUTHFUL PRODUCTIONS,UNION CITY,WARNER BROTHERS PROPERTY DEPT,RED NOTICE YOUTHFUL PRODUCTIONS,917,1798.69,749.54,1049.15,,1798.69,1798.69
8009446,2020-01-10,Jan,2020,1/15/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,WESTERN COSTUME,RESPECT PRODUCTIONS LLC,225,545,397.55,147.45,,545,545
8009447,2020-01-10,Jan,2020,1/15/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,CRC COSTUME RENTAL CORP,RESPECT PRODUCTIONS LLC,150,540,139.89,400.11,,540,540
8009448,2020-01-13,Jan,2020,1/15/2020,80,75,DO,INFINITY MARKETING TEAM,CULVER CITY,,"AERO MOCK-UPS, INC","2,268",1250,750,500,,1250,1250
8009449,2020-01-07,Jan,2020,1/15/2020,80,75,DO,C7 PRODUCTIONS,CHICAGO,C7 PRODUCTIONS,CRC COSTUME RENTAL CORP,832,1698.15,802.48,895.67,,1698.15,1698.15
8009450,2020-01-08,Jan,2020,1/15/2020,80,75,DO,WSS PRODUCTIONS,BROOKLYN,,,337,996.27,744.47,251.8,,996.27,996.27
8009451,2020-01-18,Jan,2020,1/15/2020,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,,426,1051.6,635.65,415.95,,1051.6,1051.6
8009452,2020-01-10,Jan,2020,1/15/2020,80,75,DO,"BH PURGE 2, LLC",NEW ORLEANS,"BH PURGE 2, LLC",,,2527.25,1612.78,914.47,,2527.25,2527.25
8009453,2020-01-10,Jan,2020,1/15/2020,80,75,DO,GWAVE PRODUCTIONS,NEW ORLEANS,,GWAVE PRODUCTIONS,281,789.01,513.35,275.66,,789.01,789.01
8009454,2020-01-10,Jan,2020,1/22/2020,80,75,DO,HEYDEY PRODUCTIONS,BROOKLYN,,GOLD COAST STUDIOS,"1,121",2329.19,1546.07,783.12,,2329.19,2329.19
8009455,2020-01-07,Jan,2020,1/22/2020,80,75,DO,CINDY BRAGA,WEST HILLS,,,"1,008",625,312.06,312.94,,625,625
8009456,2020-01-10,Jan,2020,1/22/2020,80,75,DO,WSS PRODUCTIONS,BROOKLYN,,,316,792.15,491.1,301.05,,792.15,792.15
8009457,2020-01-15,Jan,2020,1/22/2020,80,75,DO,VIP LIMITED PARTNERSHIP,NAPERVILLE,,VIP LIMITED PARTNERSHIP,781,2114.8,773.29,1341.51,,2114.8,2114.8
8009458,2020-01-14,Jan,2020,1/22/2020,80,75,DO,MPS STUDIO DALLAS,DALLAS,,MPS STUDIO DALLAS,124,350,127.5,222.5,,350,350
8009459,2020-01-14,Jan,2020,1/22/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,CRC COSTUME RENTAL CORP,RESPECT PRODUCTIONS LLC,249,588.71,583.45,5.26,,588.71,588.71
8009460,2020-01-14,Jan,2020,1/22/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,WESTERN COSTUME,RESPECT PRODUCTIONS LLC,449,932.1,349.27,582.83,,932.1,932.1
8009461,2020-01-15,Jan,2020,1/22/2020,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,862,1539,989.71,549.29,,1539,1539
8009462,2020-01-15,Jan,2020,1/22/2020,80,75,DO,EMPIRE,CHICAGO,,EMPIRE,41,480,176.29,303.71,,480,480
8009463,2020-01-16,Jan,2020,1/22/2020,80,75,DO,STEELHIP INC,BERKELEY,ARRI,STEELHIP INC,176,565.5,330.44,235.06,,565.5,565.5
8009464,2020-01-16,Jan,2020,1/22/2020,80,75,DO,SWAGGER SEASON 1,RICHMOND,,SWAGGER SEASON 1,212,561.6,259.47,302.13,,561.6,561.6
8009465,2020-01-16,Jan,2020,1/22/2020,80,75,DO,OLD HARBOR PRODUCTIONS,BOSTON,OLD HARBOR PRODUCTIONS,CHAPMAN LEONARD,"1,100",2223.25,1356.63,866.62,,2223.25,2223.25
8009466,2020-01-17,Jan,2020,1/22/2020,80,75,DO,TREVANNA POST,NEW YORK,,TREVANNA POST,255,769.07,305.03,464.04,,769.07,769.07
8009467,2020-01-17,Jan,2020,1/22/2020,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,136,440,222,218,,440,440
8009468,2020-01-17,Jan,2020,1/22/2020,80,75,DO,EMPIRE,CHICAGO,KESLOW CAMERA,KESLOW CAMERA,152,748,356.09,391.91,,748,748
8009469,2020-01-20,Jan,2020,1/22/2020,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,"1,165",2028.72,776.4,1252.32,,2028.72,2028.72
8009470,2020-01-20,Jan,2020,1/22/2020,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,,789.58,557.48,232.1,,789.58,789.58
8009471,2020-01-14,Jan,2020,1/28/2020,80,75,DO,DAY BREAK,ALBUQUERQUE,DAY BREAK,,"1,070",1834,510.9,1323.1,,1834,1834
8009472,2020-01-14,Jan,2020,1/28/2020,80,75,DO,DAY BREAK,ALBUQUERQUE,DAY BREAK,,367,785.01,372.37,412.64,,785.01,785.01
8009473,2020-01-14,Jan,2020,1/28/2020,80,75,DO,I'M YOUR WOMAN,PITTSBURGH,I'M YOUR WOMAN,,94,480,363.92,116.08,,480,480
8009474,2020-01-14,Jan,2020,1/28/2020,80,75,DO,I'M YOUR WOMAN,PITTSBURGH,I'M YOUR WOMAN,,113,415,204.34,210.66,,415,415
8009475,2020-01-16,Jan,2020,1/28/2020,80,75,DO,WSS PRODUCTIONS,BROOKLYN,WSS PRODUCTIONS,20TH CENTURY FOX FILM CORP,"1,456",3479.5,2649.24,830.26,,3479.5,3479.5
8009476,2020-01-17,Jan,2020,1/28/2020,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,513,839,440.85,398.15,,839,839
8009477,2020-01-20,Jan,2020,1/28/2020,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,657,1592.8,668.26,924.54,,1592.8,1592.8
8009478,2020-01-24,Jan,2020,1/28/2020,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,256,666.75,283.92,382.83,,666.75,666.75
8009479,2020-01-14,Jan,2020,1/28/2020,80,75,DO,C7 PRODUCTIONS,CHICAGO,C7 PRODUCTIONS,,622,1325.19,701.44,623.75,,1325.19,1325.19
8009480,2020-01-10,Jan,2020,1/28/2020,80,75,DO,I'M YOUR WOMAN,PITTSBURGH,I'M YOUR WOMAN,,374,864.25,627.52,236.73,,864.25,864.25
8009481,2020-01-21,Jan,2020,1/28/2020,80,75,DO,GEP INC,NORTH VANCOUVER,GEP INC,,"11,340",16400,13877,2523,,16400,16400
8009482,2020-01-22,Jan,2020,1/29/2020,80,75,DO,CHOM,MADISON,WESTERN COSTUME,CHOM,150,460,242.86,217.14,,460,460
8009483,2020-01-23,Jan,2020,1/29/2020,80,75,DO,HEYDEY PRODUCTIONS,BROOKLYN,PEARLWORKS INC,GOLD COAST STUDIOS,916,1861.91,1212.76,649.15,,1861.91,1861.91
8009484,2020-01-23,Jan,2020,1/29/2020,80,75,DO,UGRR,STONE MOUNTAIN,,UGRR,181,495,251.59,243.41,,495,495
8009485,2020-01-24,Jan,2020,1/29/2020,80,75,DO,C7 PRODUCTIONS,CHICAGO,,,,708.5,449.92,258.58,,708.5,708.5
8009486,2020-01-27,Jan,2020,1/29/2020,80,75,DO,UGRR,STONE MOUNTAIN,CREATURE FX,UGRR,"11,340",6800,5600,1200,,6800,6800
8009487,2020-01-23,Jan,2020,1/29/2020,80,75,DO,LOVECRAFT COUNTRY,ATLANTA,LOVECRAFT COUNTRY,ISS PROPS,919,1730.54,1096.72,633.82,,1730.54,1730.54
8009488,2020-01-24,Jan,2020,1/29/2020,80,75,DO,DEPUTY PRODUCTIONS,ALBUQUERQUE,RAJ TENTS,DEPUTY PRODUCTIONS,"1,076",2277.05,998.87,1278.18,,2277.05,2277.05
8009489,2020-01-24,Jan,2020,1/29/2020,80,75,DO,CLAWS SEASON 4,NEW ORLEANS,CLAWS SEASON 4,,154,375,209.45,165.55,,375,375
8009490,2020-01-09,Jan,2020,1/30/2020,80,75,DO,YOUR HONOR,CHALMETTE,YOUR HONOR,,91,1600,1122.5,477.5,,1600,1600
8009491,2020-01-27,Jan,2020,1/30/2020,80,75,DO,LOVECRAFT COUNTRY,ATLANTA,LOVECRAFT COUNTRY,JC BACKINGS,"11,340",4800,3800,1000,,4800,4800
8009492,2020-01-06,Jan,2020,1/30/2020,80,75,DO,20TH CENTURY FOX FILM CORP,LOS ANGELES,,20TH CENTURY FOX FILM CORP,384,1935,1357.5,577.5,,1935,1935
8009493,2020-01-23,Jan,2020,2/3/2020,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,113,460,142.12,317.88,,460,460
8009494,2020-01-24,Jan,2020,2/3/2020,80,75,DO,TREVANNA POST,LOS ANGELES,I'M YOUR WOMAN,TREVANNA POST,344,904.62,661.58,243.04,,904.62,904.62
8009495,2020-01-28,Jan,2020,2/3/2020,80,75,DO,RED NOTICE YOUTHFUL PRODUCTIONS,UNION CITY,RED NOTICE YOUTHFUL PRODUCTIONS,,"11,340",4600,3900,700,,4600,4600
8009496,2020-01-28,Jan,2020,2/3/2020,80,75,DO,PANIC PRODUCTIONS,AUSTIN,ADVANCED FOAM,PANIC PRODUCTIONS,404,703.1,537.99,165.11,,703.1,703.1
8009497,2020-02-11,Feb,2020,2/3/2020,80,75,DO,ONE NIGHT IN MIAMI,NEW ORLEANS,RJR PROPS,ONE NIGHT IN MIAMI,,3350,1125,2225,,3350,3350
8009498,2020-01-29,Jan,2020,2/3/2020,80,75,DO,TWDS9,SENOIA,TWDS9,,"11,340",6200,6000,200,,6200,6200
8009499,2020-01-29,Jan,2020,2/5/2020,80,75,DO,TREVANNA POST,LOS ANGELES,,TREVANNA POST,,908,423.3,484.7,,908,908
8009500,2020-01-28,Jan,2020,2/6/2020,80,75,DO,CHIME PRODUCTIONS LLC,ST ROSE,CHIME PRODUCTIONS LLC,HISTORY FOR HIRE,90,460,159.25,300.75,,460,460
8009501,2020-01-30,Jan,2020,2/6/2020,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,,782,1923.75,1159.37,764.38,,1923.75,1923.75
8009502,2020-01-30,Jan,2020,2/6/2020,80,75,DO,ESSANAY STUDIO AND LIGHTING CO INC,CHICAGO,MOLE RICHARDSON,ESSANAY STUDIO AND LIGHTING CO INC,594,1046.75,762.42,284.33,,1046.75,1046.75
8009503,2020-01-30,Jan,2020,2/6/2020,80,75,DO,PARAMOUNT PICTURES CORP,SECAUCUS,PARAMOUNT STUDIOS,THE HARDER THEY FALL,268,584.1,320.34,263.76,,584.1,584.1
8009504,2020-01-31,Jan,2020,2/6/2020,80,75,DO,CHIME PRODUCTIONS LLC,ST ROSE,CHIME PRODUCTIONS LLC,,"1,363",2928.56,2114.58,813.98,,2928.56,2928.56
8009505,2020-01-31,Jan,2020,2/6/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,STEINER STUDIOS,"1,838",3789.88,1968.47,1821.41,,3789.88,3789.88
8009506,2020-01-28,Jan,2020,2/6/2020,80,75,DO,WSS PRODUCTIONS,BROOKLYN,,,279,678.24,507.51,170.73,,678.24,678.24
8009507,2020-02-03,Feb,2020,2/15/2020,80,75,DO,LODGE 49,ATLANTA,LODGE 49,OMEGA CINEMA PROPS,494,911.1,649.26,261.84,,911.1,911.1
8009508,2020-02-03,Feb,2020,2/15/2020,80,75,DO,LODGE 49,ATLANTA,LODGE 49,,184,375,32.54,342.46,,375,375
8009509,2020-02-03,Feb,2020,2/15/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,ROSE BRAND,391,896.29,524.55,371.74,,896.29,896.29
8009510,2020-02-04,Feb,2020,2/15/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,691,1535.47,946.9,588.57,,1535.47,1535.47
8009511,2020-02-05,Feb,2020,2/15/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,HAND PROP ROOM,479,988.95,343.54,645.41,,988.95,988.95
8009512,2020-02-06,Feb,2020,2/15/2020,80,75,DO,CHICAGO MED-NBC UNIVERSAL,CHICAGO,,CHICAGO MED-NBC UNIVERSAL,260,635.5,364.76,270.74,,635.5,635.5
8009513,2020-02-06,Feb,2020,2/15/2020,80,75,DO,CHOM,MADISON,CHOM,WESTERN COSTUME,150,460,248.64,211.36,,460,460
8009514,2020-02-06,Feb,2020,2/15/2020,80,75,DO,RED NOTICE YOUTHFUL PRODUCTIONS,UNION CITY,RF FILMS,RED NOTICE YOUTHFUL PRODUCTIONS,356,873.65,497.02,376.63,,873.65,873.65
8009515,2020-02-06,Feb,2020,2/15/2020,80,75,DO,CHIME PRODUCTIONS LLC,ST ROSE,CHIME PRODUCTIONS LLC,,420,796.54,498.89,297.65,,796.54,796.54
8009516,2020-02-06,Feb,2020,2/15/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,STEINER STUDIOS,"1,452",3163.89,2048.35,1115.54,,3163.89,3163.89
8009517,2020-02-07,Feb,2020,2/15/2020,80,75,DO,LINCOLN @ MEADOWLANDS ARENA,EAST RUTHERFORD,LINCOLN @ MEADOWLANDS ARENA,PANAVISION,431,845.5,282.97,562.53,,845.5,845.5
8009518,2020-02-10,Feb,2020,2/15/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,STEINER STUDIOS,"11,340",3700,3400,300,,3700,3700
8009519,2020-02-10,Feb,2020,2/15/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,73,480,181.17,298.83,,480,480
8009520,2020-02-10,Feb,2020,2/15/2020,80,75,DO,LODGE 49,ATLANTA,LODGE 49,,620,1240.74,561.45,679.29,,1240.74,1240.74
8009521,2020-02-10,Feb,2020,2/15/2020,80,75,DO,VARSITY BLUES,ATLANTA,,VARSITY BLUES,485,1101.41,590.9,510.51,,1101.41,1101.41
8009522,2020-02-12,Feb,2020,2/17/2020,80,75,DO,SWEET GIRL,WARRENDALE,SWEET GIRL,,"11,340",6750,5800,950,,6750,6750
8009523,2020-02-14,Feb,2020,2/17/2020,80,75,DO,ONE NIGHT IN MIAMI,NEW ORLEANS,ONE NIGHT IN MIAMI,RJR PROPS,"2,268",3850,2200,1650,,3850,3850
8009524,2020-02-04,Feb,2020,2/18/2020,80,75,DO,DEPUTY PRODUCTIONS,ALBUQUERQUE,DEPUTY PRODUCTIONS,RAJ TENTS,"1,076",2117.05,983.32,1133.73,,2117.05,2117.05
8009525,2020-02-04,Feb,2020,2/18/2020,80,75,DO,DAY BREAK,ALBUQUERQUE,DAY BREAK,,539,1267.32,472.76,794.56,,1267.32,1267.32
8009526,2020-02-04,Feb,2020,2/18/2020,80,75,DO,PANIC PRODUCTIONS,AUSTIN,RAG PLACE,PANIC PRODUCTIONS,49,350,117.69,232.31,,350,350
8009527,2020-02-12,Feb,2020,2/18/2020,80,75,DO,CHIME PRODUCTIONS LLC,ST ROSE,CHIME PRODUCTIONS LLC,,124,460,213.82,246.18,,460,460
8009528,2020-02-13,Feb,2020,2/18/2020,80,75,DO,VISUAL HORIZON COMMUNICATIONS,ST PAUL,VISUAL HORIZON COMMUNICATIONS,,156,375,201.23,173.77,,375,375
8009529,2020-02-15,Feb,2020,2/18/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,STEINER STUDIOS,RESPECT PRODUCTIONS LLC,"11,340",3550,2675,875,,3550,3550
8009530,2020-02-16,Feb,2020,2/18/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,STEINER STUDIOS,RESPECT PRODUCTIONS LLC,"11,340",4500,3600,900,,4500,4500
8009531,2020-02-18,Feb,2020,2/18/2020,80,75,DO,THE PROM,LOS ANGELES,,THE PROM,"1,657",2000,1200,800,,2000,2000
8009532,2020-02-07,Feb,2020,2/21/2020,80,75,DO,UGRR,STONE MOUNTAIN,UGRR,CREATURE FX,"1,032",2025.64,1378.65,646.99,,2025.64,2025.64
8009533,2020-02-07,Feb,2020,2/21/2020,80,75,DO,HEYDEY PRODUCTIONS,BROOKLYN,PEARLWORKS INC,GOLD COAST STUDIOS,186,450,332.81,117.19,,450,450
8009534,2020-02-13,Feb,2020,2/21/2020,80,75,DO,DAY BREAK,ALBUQUERQUE,DAY BREAK,,152,545,233.21,311.79,,545,545
8009535,2020-02-11,Feb,2020,2/21/2020,80,75,DO,KALI COLLECTION,ATLANTA,,KALI COLLECTION,197,540,295.39,244.61,,540,540
8009536,2020-02-13,Feb,2020,2/21/2020,80,75,DO,HEYDEY PRODUCTIONS,BROOKLYN,,GOLD COAST STUDIOS,99,450,154.35,295.65,,450,450
8009537,2020-02-13,Feb,2020,2/21/2020,80,75,DO,SWEET GIRL,WARRENDALE,SWEET GIRL,,"11,340",7640,6007.26,1632.74,,7640,7640
8009538,2020-02-13,Feb,2020,2/21/2020,80,75,DO,POWER BOOK 3,BRONX,STEINER STUDIOS,ABC COSTUMES,374,864.25,860.09,4.16,,864.25,864.25
8009539,2020-02-13,Feb,2020,2/21/2020,80,75,DO,POWER BOOK 3,BRONX,STEINER STUDIOS,UNIVERSAL STUDIOS WARDROBE,150,375,34.58,340.42,,375,375
8009540,2020-02-13,Feb,2020,2/21/2020,80,75,DO,POWER BOOK 3,BRONX,STEINER STUDIOS,SONY COSTUME WAREHOUSE,75,350,17.29,332.71,,350,350
8009541,2020-02-14,Feb,2020,2/21/2020,80,75,DO,HORIZON SCRIPTED TELEVISION,BURBANK,,HORIZON SCRIPTED TELEVISION,766,1965.8,1165.46,800.34,,1965.8,1965.8
8009542,2020-02-14,Feb,2020,2/21/2020,80,75,DO,TREVANNA POST,NEW YORK,TREVANNA POST,,215,780,487.22,292.78,,780,780
8009543,2020-02-14,Feb,2020,2/21/2020,80,75,DO,PARAMOUNT PICTURES CORP,SECAUCUS,PARAMOUNT STUDIOS,THE HARDER THEY FALL,225,515.05,288.93,226.12,,515.05,515.05
8009544,2020-02-14,Feb,2020,2/21/2020,80,75,DO,PARAMOUNT PICTURES CORP,SECAUCUS,PARAMOUNT STUDIOS,,70,350,137.5,212.5,,350,350
8009545,2020-02-18,Feb,2020,2/21/2020,80,75,DO,JMG TECHNICAL,GOLDEN VALLEY,,VISUAL HORIZON COMMUNICATIONS,104,485,213.31,271.69,,485,485
8009546,2020-02-13,Feb,2020,2/24/2020,80,75,DO,SWEET GIRL,WARRENDALE,SWEET GIRL,,615,1854,950.46,903.54,,1854,1854
8009547,2020-02-04,Feb,2020,2/24/2020,80,75,DO,THE HARDER THEY FALL,SANTA FE,THE HARDER THEY FALL,,,1843.79,983.66,860.13,,1843.79,1843.79
8009548,2020-02-17,Feb,2020,2/24/2020,80,75,DO,JASON GARCIA,SAN RAFAEL,,PANAVISION,317,721.22,469.55,251.67,,721.22,721.22
8009549,2020-02-19,Feb,2020,2/24/2020,80,75,DO,ILLUMINATION DYNAMICS,SANTA CLARITA,ILLUMINATION DYNAMICS,,"1,158",1762.26,966.7,795.56,,1762.26,1762.26
8009550,2020-02-20,Feb,2020,2/24/2020,80,75,DO,BLACK VALVE MEDIA,CLEVELAND,,BLACK VALVE MEDIA,198,485,416.48,68.52,,485,485
8009551,2020-02-17,Feb,2020,2/24/2020,80,75,DO,HEYDEY PRODUCTIONS,BROOKLYN,PEARLWORKS INC,GOLD COAST STUDIOS,142,450,334.52,115.48,,450,450
8009552,2020-02-20,Feb,2020,2/25/2020,80,75,DO,BON APPETIT PRODUCTIONS,CHARLESTOWN,KALI COLLECTION,BON APPETIT PRODUCTIONS,117,350,354.98,-4.98,,350,350
8009553,2020-02-20,Feb,2020,2/25/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,45,755,265.13,489.87,,755,755
8009554,2020-02-20,Feb,2020,2/25/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,45,635,255.81,379.19,,635,635
8009555,2020-02-20,Feb,2020,2/25/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,45,610,242.96,367.04,,610,610
8009556,2020-02-21,Feb,2020,2/25/2020,80,75,DO,LODGE 49,ATLANTA,LODGE 49,,"3,402",3150,1750,1400,,3150,3150
8009557,2020-02-21,Feb,2020,2/25/2020,80,75,DO,LODGE 49,ATLANTA,LODGE 49,,698,1143.82,996.41,147.41,,1143.82,1143.82
8009558,2020-02-21,Feb,2020,2/25/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,WESTERN COSTUME,"11,340",5700,4775,925,,5700,5700
8009559,2020-02-21,Feb,2020,2/25/2020,80,75,DO,KEVIN PRODUCTIONS,RANDOLPH,ISS PROPS,KEVIN PRODUCTIONS,"11,340",7600,6755,845,,,7600
8009560,2020-02-28,Feb,2020,2/26/2020,80,75,DO,GEP INC,NORTH VANCOUVER,,GEP INC,"11,340",6200,5655,545,,6200,6200
8009561,2020-02-19,Feb,2020,2/26/2020,80,75,DO,HUNGRY MAN,LOS ANGELES,,,417,818.8,558.68,260.12,,818.8,818.8
8009562,2020-02-21,Feb,2020,2/26/2020,80,75,DO,OLD PRINT PRODUCTIONS,NEW ORLEANS,SECOND LINE STAGES,,126,565,210.5,354.5,,565,565
8009563,2020-02-21,Feb,2020,2/26/2020,80,75,DO,POWER BOOK 3,BRONX,WARNER BROS STAFF SHOP,STEINER STUDIOS,524,1192.6,592.55,600.05,,1192.6,1192.6
8009564,2020-02-21,Feb,2020,2/26/2020,80,75,DO,"""POSE"" PACIFIC 2.1 ENTERTAINMENT",BRONX,GOLD COAST STUDIOS,20TH CENTURY FOX WARDROBE,"2,096",4465.4,2214.21,2251.19,,,4465.4
8009565,2020-02-24,Feb,2020,2/28/2020,80,75,DO,MAS EVENTS DESIGN,BROOKLYN,JET SETS,,136,1340,726.8,613.2,,1340,1340
8009566,2020-02-25,Feb,2020,2/28/2020,80,75,DO,NEW REGENCY,LOS ANGELES,NEW REGENCY,,154,1560,486.91,1073.09,,1560,1560
8009567,2020-02-26,Feb,2020,2/28/2020,80,75,DO,NEW REGENCY,LOS ANGELES,NEW REGENCY,NEW REGENCY,0,150,100,50,,150,150
8009568,2020-02-27,Feb,2020,2/28/2020,80,75,DO,BON APPETIT PRODUCTIONS,CHARLESTOWN,,BON APPETIT PRODUCTIONS,135,450,219.79,230.21,,450,450
8009569,2020-02-25,Feb,2020,3/3/2020,80,75,DO,PANIC PRODUCTIONS,AUSTIN,CREATURE FX,PANIC PRODUCTIONS,254,499.29,268.83,230.46,,499.29,499.29
8009570,2020-02-26,Feb,2020,3/3/2020,80,75,DO,HEYDEY PRODUCTIONS,BROOKLYN,PEARLWORKS INC,GOLD COAST STUDIOS,244,532.62,378.13,154.49,,532.62,532.62
8009571,2020-02-27,Feb,2020,3/3/2020,80,75,DO,KILL SWITCH,DETROIT,,KILL SWITCH,249,580,311.89,268.11,,580,580
8009572,2020-02-27,Feb,2020,3/3/2020,80,75,DO,HEYDEY PRODUCTIONS,BROOKLYN,PEARLWORKS INC,GOLD COAST STUDIOS,406,796.55,629.08,167.47,,796.55,796.55
8009573,2020-02-28,Feb,2020,3/3/2020,80,75,DO,VIP LIMITED PARTNERSHIP,NAPERVILLE,RESPECT PRODUCTIONS LLC,VIP LIMITED PARTNERSHIP,"11,340",3950,1850,2100,,3950,3950
8009574,2020-02-26,Feb,2020,3/3/2020,80,75,DO,POWER BOOK 3,BRONX,WARNER BROS STAFF SHOP,STEINER STUDIOS,,2766,714.7,2051.3,,2766,2766
8009575,2020-02-28,Feb,2020,3/3/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,"2,415",4739.25,1192.49,3546.76,,4739.25,4739.25
8009576,2020-02-28,Feb,2020,3/3/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,150,490,133.38,356.62,,490,490
8009577,2020-02-28,Feb,2020,3/4/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,"2,245",4405.6,2785.21,1620.39,,4405.6,4405.6
8009578,2020-02-28,Feb,2020,3/4/2020,80,75,DO,SAY MY NAME PRODUCTIONS,CHICAGO,,,305,813.97,325.27,488.7,,813.97,813.97
8009579,2020-02-24,Feb,2020,3/4/2020,80,75,DO,MANK,LOS ANGELES,,,"1,000",2216.56,1414.84,801.72,,2216.56,2216.56
8009580,2020-02-27,Feb,2020,3/4/2020,80,75,DO,WSS PRODUCTIONS,BROOKLYN,GOLD COAST STUDIOS,WESTERN STUDIO SERVICES,"11,340",6250,5400,850,,6250,6250
8009581,2020-02-28,Feb,2020,3/4/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,"1,101",2575.92,2550,25.92,,2575.92,2575.92
8009582,2020-02-28,Feb,2020,3/5/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,,"11,340",7600,5740,1860,,7600,7600
8009584,2020-02-28,Feb,2020,3/5/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,STEINER STUDIOS,976,1679,259.03,1419.97,,1679,1679
8009585,2020-02-28,Feb,2020,3/5/2020,80,75,DO,TREVANNA POST,NEW YORK,TREVANNA POST,,600,1787.06,942.27,844.79,,1787.06,1787.06
8009586,2020-02-28,Feb,2020,3/9/2020,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,RESPECT PRODUCTIONS LLC,EASTERN COSTUME,150,915,365.49,549.51,,915,915
8009587,2020-03-02,Mar,2020,3/10/2020,80,75,DO,"TCFTV - ""ORDINARY JOE""",CHICAGO,PANAVISION,,470,1052.93,502.94,549.99,,1052.93,1052.93
8009588,2020-03-03,Mar,2020,3/10/2020,80,75,DO,PARAMOUNT STUDIOS,HOLLYWOOD,PARAMOUNT STUDIOS,,95,420,159.32,260.68,,420,420
8009589,2020-03-03,Mar,2020,3/10/2020,80,75,DO,ATTITUDE SPECIATLY LIGHTING,WINTER PARK,LUMINYS,,433,754.45,454.71,299.74,,754.45,754.45
