FILE_NO,REPORT_DATE,Month,Year,DATE_OPENED,DIVISION,BUSINESS_LINE,METHOD_OF_TRANSPORT,CUSTOMER_NAME,CUSTOMER_CITY,SHIPPER_NAME,CONSIGNEE_NAME,GROSS_WEIGHT,REVENUE,EXPENSE,PROFIT,DUTY_BILLED,TOTAL_BILLED_TO_ACCOUNT,Rev._Less_Duties
8009304,2019-11-15,Nov,2019,11/18/2019,80,75,DO,JETS AND PROPS,NORTH HOLLYWOOD,CINESPACE NEXT SEASON 1,JETS AND PROPS,"11,340",5100,4000,1100,,5100,5100
8009305,2019-11-06,Nov,2019,11/18/2019,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,STEINER STUDIOS,RESPECT PRODUCTIONS LLC,"2,268",3250,2550,700,,3250,3250
8009306,2019-11-11,Nov,2019,11/18/2019,80,75,DO,CHIME PRODUCTIONS LLC,ST ROSE,,CHIME PRODUCTIONS LLC,"2,268",1950,1500,450,,1950,1950
8009307,2019-11-12,Nov,2019,11/20/2019,80,75,DO,PARAMOUNT PICTURES CORP,SECAUCUS,PARAMOUNT STUDIOS,,314,682.4,230.9,451.5,,682.4,682.4
8009308,2019-11-13,Nov,2019,11/20/2019,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,STEINER STUDIOS,RESPECT PRODUCTIONS LLC,150,580,185.28,394.72,,580,580
8009309,2019-11-13,Nov,2019,11/20/2019,80,75,DO,RED NOTICE YOUTHFUL PRODUCTIONS,UNION CITY,WESTERN COSTUME,RED NOTICE YOUTHFUL PRODUCTIONS,"1,916",3656.25,1761.47,1894.78,,3656.25,3656.25
8009310,2019-11-15,Nov,2019,11/20/2019,80,75,DO,RED NOTICE YOUTHFUL PRODUCTIONS,UNION CITY,WARNER BROS STAFF SHOP,RED NOTICE YOUTHFUL PRODUCTIONS,612,1526.5,891.97,634.53,,1526.5,1526.5
8009311,2019-11-18,Nov,2019,11/20/2019,80,75,DO,"DANNI PRODUCTIONS, LLC - NCIS",HARAHAN,,"DANNI PRODUCTIONS, LLC - NCIS",23,2500,1500,1000,,2500,2500
8009312,2019-11-15,Nov,2019,11/20/2019,80,75,DO,MARK HAWKER,PALMDALE,MARK HAWKER,,"11,340",7600,6600,1000,,7600,7600
8009313,2019-11-13,Nov,2019,11/20/2019,80,75,DO,SWAGGER SEASON 1,RICHMOND,SWAGGER SEASON 1,,"1,377",3229.65,2234.54,995.11,,3229.65,3229.65
8009314,2019-11-15,Nov,2019,11/20/2019,80,75,DO,JETS AND PROPS,NORTH HOLLYWOOD,CINESPACE NEXT SEASON 1,JETS AND PROPS,"11,340",5100,4300,800,,5100,5100
8009315,2019-11-15,Nov,2019,11/20/2019,80,75,DO,"APPLETON FILM PRODUCTIONS, LLC",PORTLAND,,"AERO MOCK-UPS, INC","1,948",3395.05,1659.19,1735.86,,3395.05,3395.05
8009316,2019-11-08,Nov,2019,11/21/2019,80,75,DO,LINCOLN @ MEADOWLANDS ARENA,EAST RUTHERFORD,LINCOLN @ MEADOWLANDS ARENA,,350,990,687.5,302.5,,990,990
8009317,2019-11-14,Nov,2019,11/22/2019,80,75,DO,DISPATCHES FROM ELSEWHERE,ASTON,DISPATCHES FROM ELSEWHERE,,225,540.55,859.64,-319.09,,540.55,540.55
8009318,2019-11-14,Nov,2019,11/22/2019,80,75,DO,DISPATCHES FROM ELSEWHERE,ASTON,DISPATCHES FROM ELSEWHERE,,156,395,131.33,263.67,,395,395
8009319,2019-11-14,Nov,2019,11/22/2019,80,75,DO,DISPATCHES FROM ELSEWHERE,ASTON,DISPATCHES FROM ELSEWHERE,,290,669.6,130.9,538.7,,669.6,669.6
8009320,2019-11-14,Nov,2019,11/22/2019,80,75,DO,DISPATCHES FROM ELSEWHERE,ASTON,DISPATCHES FROM ELSEWHERE,,106,395,98.16,296.84,,395,395
8009321,2019-11-18,Nov,2019,11/22/2019,80,75,DO,EPSILON PRODUCTIONS LLC STILLWATER,OKLAHOMA CITY,EPSILON PRODUCTIONS LLC STILLWATER,,217,586.9,329.05,257.85,,586.9,586.9
8009322,2019-11-18,Nov,2019,11/22/2019,80,75,DO,EPSILON PRODUCTIONS LLC STILLWATER,OKLAHOMA CITY,EPSILON PRODUCTIONS LLC STILLWATER,ILLUMINATION DYNAMICS,219,515,347.97,167.03,,515,515
8009323,2019-11-18,Nov,2019,11/22/2019,80,75,DO,"DANNI PRODUCTIONS, LLC - NCIS",HARAHAN,,"DANNI PRODUCTIONS, LLC - NCIS",52,425,212.34,212.66,,425,425
8009324,2019-11-19,Nov,2019,11/27/2019,80,75,DO,DISPATCHES FROM ELSEWHERE,ASTON,DISPATCHES FROM ELSEWHERE,,150,890,269.29,620.71,,890,890
8009325,2019-11-20,Nov,2019,11/27/2019,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,,RESPECT PRODUCTIONS LLC,"7,161",1692.43,832.6,859.83,,1692.43,1692.43
8009326,2019-11-20,Nov,2019,11/27/2019,80,75,DO,FARGO SEASON 4,CHICAGO,,FARGO SEASON 4,463,907.8,371.69,536.11,,907.8,907.8
8009327,2019-11-21,Nov,2019,11/27/2019,80,75,DO,RAY DONOVAN,BROOKLYN,RAY DONOVAN,,"11,340",8300,6100,2200,,8300,8300
8009328,2019-11-21,Nov,2019,11/27/2019,80,75,DO,SERVANT S2 UNCLE GEORGE PRO,GARNET VALLEY,,SERVANT S2 UNCLE GEORGE PRO,"1,565",3235.5,1400.16,1835.34,,3235.5,3235.5
8009329,2019-11-21,Nov,2019,11/27/2019,80,75,DO,UGRR,STONE MOUNTAIN,JC BACKINGS,UGRR,29,760,289.92,470.08,,760,760
8009330,2019-11-22,Nov,2019,11/27/2019,80,75,DO,DISPATCHES FROM ELSEWHERE,ASTON,DISPATCHES FROM ELSEWHERE,,785,1851.1,1015.07,836.03,,1851.1,1851.1
8009331,2019-11-22,Nov,2019,11/27/2019,80,75,DO,DISPATCHES FROM ELSEWHERE,ASTON,DISPATCHES FROM ELSEWHERE,,633,1129.95,766.25,363.7,,1129.95,1129.95
8009332,2019-11-25,Nov,2019,11/27/2019,80,75,DO,I'M YOUR WOMAN,PITTSBURGH,I'M YOUR WOMAN,ALPHA MEDICAL,,3400,2450,950,,3400,3400
8009333,2019-11-18,Nov,2019,12/3/2019,80,75,DO,YELLOWSTONE FIRE AND ICE PRODUCTION,PARK CITY,YELLOWSTONE FIRE AND ICE PRODUCTION,,979,2084.82,514.92,1569.9,,2084.82,2084.82
8009334,2019-11-18,Nov,2019,12/3/2019,80,75,DO,YELLOWSTONE FIRE AND ICE PRODUCTION,PARK CITY,YELLOWSTONE FIRE AND ICE PRODUCTION,,271,732.42,415.17,317.25,,732.42,732.42
8009335,2019-11-18,Nov,2019,12/3/2019,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,UNIVERSAL STUDIOS WARDROBE,485,940.3,812.73,127.57,,940.3,940.3
8009336,2019-11-18,Nov,2019,12/3/2019,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,ABC COSTUMES,336,649.6,55.42,594.18,,649.6,649.6
8009337,2019-11-18,Nov,2019,12/3/2019,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,EASTERN COSTUME,45,350,18.14,331.86,,350,350
8009338,2019-11-19,Nov,2019,12/3/2019,80,75,DO,DISPATCHES FROM ELSEWHERE,ASTON,DISPATCHES FROM ELSEWHERE,,268,819.1,554.19,264.91,,819.1,819.1
8009339,2019-11-19,Nov,2019,12/3/2019,80,75,DO,"BIG C PRODUCTIONS, LLC",CLEVELAND,"BIG C PRODUCTIONS, LLC",,"6,042",4740,2260.11,2479.89,,4740,4740
8009340,2019-11-20,Nov,2019,12/3/2019,80,75,DO,CASTLE ROCK S2,DEVENS,CASTLE ROCK S2,WARNER BROS STAFF SHOP,"1,039",2324.9,2133.48,191.42,,2324.9,2324.9
8009341,2019-11-22,Nov,2019,12/3/2019,80,75,DO,IT'S A WRAP,BURBANK,DISPATCHES FROM ELSEWHERE,IT'S A WRAP,299,587.4,278.19,309.21,,587.4,587.4
8009342,2019-11-22,Nov,2019,12/3/2019,80,75,DO,DISPATCHES FROM ELSEWHERE,ASTON,DISPATCHES FROM ELSEWHERE,,202,486.94,223.42,263.52,,486.94,486.94
8009343,2019-11-25,Nov,2019,12/3/2019,80,75,DO,"BIG C PRODUCTIONS, LLC",CLEVELAND,WESTERN COSTUME,"BIG C PRODUCTIONS, LLC",484,1015.52,1343.96,-328.44,,1015.52,1015.52
8009344,2019-11-25,Nov,2019,12/3/2019,80,75,DO,"BIG C PRODUCTIONS, LLC",CLEVELAND,UNITED AMERICAN COSTUME CO,"BIG C PRODUCTIONS, LLC",674,1386.65,320.97,1065.68,,1386.65,1386.65
8009345,2019-11-26,Nov,2019,12/3/2019,80,75,DO,TUPON LLC,LIVERPOOL,,LIVERPOOL STUDIOS,489,1130.85,677.04,453.81,,1130.85,1130.85
8009346,2019-11-25,Nov,2019,12/3/2019,80,75,DO,MPS STUDIO DALLAS,DALLAS,MPS STUDIO DALLAS,,91,415,199.94,215.06,,415,415
8009347,2019-11-26,Nov,2019,12/3/2019,80,75,DO,"JCE FILMS, INC",ATLANTA,"JCE FILMS, INC",,127,395,194.25,200.75,,395,395
8009348,2019-11-27,Nov,2019,12/3/2019,80,75,DO,BAD MANNERS,ATLANTA,,BAD MANNERS,178,1452.25,754.62,697.63,,1452.25,1452.25
8009349,2019-12-02,Dec,2019,12/6/2019,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,,,657,1592.8,764.49,828.31,,1592.8,1592.8
8009350,2019-11-22,Nov,2019,12/6/2019,80,75,DO,"TED CONFERENCES, LLC",NEW YORK,"TED CONFERENCES, LLC",,430,2640.43,1596.94,1043.49,,2640.43,2640.43
8009351,2019-11-25,Nov,2019,12/6/2019,80,75,DO,"BIG C PRODUCTIONS, LLC",CLEVELAND,"BIG C PRODUCTIONS, LLC",,454,890,567.62,322.38,,890,890
8009352,2019-11-25,Nov,2019,12/6/2019,80,75,DO,CINESPACE NEXT SEASON 1,CHICAGO,CINESPACE NEXT SEASON 1,,485,910.3,628.88,281.42,,910.3,910.3
8009353,2019-11-26,Nov,2019,12/6/2019,80,75,DO,RED ZONE UNTITLED FRED HAMPTON PROJ,CLEVELAND,RED ZONE UNTITLED FRED HAMPTON PROJ,,254,564.29,260.33,303.96,,564.29,564.29
8009354,2019-11-26,Nov,2019,12/6/2019,80,75,DO,UGRR,STONE MOUNTAIN,,UGRR,167,530,189.3,340.7,,530,530
8009356,2019-11-22,Nov,2019,12/6/2019,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,ABC COSTUMES,93,380,340.41,39.59,,380,380
8009357,2019-11-22,Nov,2019,12/6/2019,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,UNIVERSAL STUDIOS WARDROBE,299,546.4,50.3,496.1,,546.4,546.4
8009358,2019-11-29,Nov,2019,12/10/2019,80,75,DO,TARECO,ATLANTA,,TARECO,298,899.03,496.67,402.36,,899.03,899.03
8009359,2019-12-13,Dec,2019,12/14/2019,80,75,DO,UGRR,STONE MOUNTAIN,CREATURE FX,,,1895.17,860.56,1034.61,,1895.17,1895.17
8009360,2019-12-03,Dec,2019,12/14/2019,80,75,DO,TLT,BURBANK,PANAVISION,,565,1258.94,594.21,664.73,,1258.94,1258.94
8009361,2019-12-03,Dec,2019,12/14/2019,80,75,DO,PANIC PRODUCTIONS,AUSTIN,PANIC PRODUCTIONS,RAG PLACE,259,507.3,286.87,220.43,,507.3,507.3
8009362,2019-12-04,Dec,2019,12/14/2019,80,75,DO,BLINDSPOT,BROOKLYN,BLINDSPOT,WARNER BROTHERS PROPERTY DEPT,"1,858",4441.2,3271.11,1170.09,,4441.2,4441.2
8009363,2019-12-04,Dec,2019,12/14/2019,80,75,DO,BLINDSPOT,BROOKLYN,BLINDSPOT,WARNER BROTHERS PROPERTY DEPT,422,983.59,154.41,829.18,,983.59,983.59
8009364,2019-12-04,Dec,2019,12/14/2019,80,75,DO,TUPON LLC,LIVERPOOL,,TUPON LLC,431,665,340.18,324.82,,665,665
8009365,2019-12-04,Dec,2019,12/14/2019,80,75,DO,RAJ TENTS,COMPTON,RAJ TENTS,,386,757.5,297.8,459.7,,757.5,757.5
8009366,2019-12-04,Dec,2019,12/14/2019,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,159,440,183.68,256.32,,440,440
8009367,2019-12-04,Dec,2019,12/14/2019,80,75,DO,GWAVE PRODUCTIONS,NEW ORLEANS,,GWAVE PRODUCTIONS,243,487.65,240.73,246.92,,487.65,487.65
8009368,2019-12-05,Dec,2019,12/14/2019,80,75,DO,UGRR,STONE MOUNTAIN,BISCHOFFS TAXIDERMY AND ANIMAL FX,,582,1206.87,579.75,627.12,,1206.87,1206.87
8009369,2019-12-05,Dec,2019,12/14/2019,80,75,DO,IT'S A WRAP,BURBANK,GOLD COAST STUDIOS,IT'S A WRAP,699,1435.6,604.34,831.26,,1435.6,1435.6
8009370,2019-12-05,Dec,2019,12/14/2019,80,75,DO,ILLUMINATION DYNAMICS,SAN FERNANDO,ILLUMINATION DYNAMICS,ARRI CSC,215,422.75,292.5,130.25,,422.75,422.75
8009371,2019-12-05,Dec,2019,12/14/2019,80,75,DO,RED NOTICE YOUTHFUL PRODUCTIONS,UNION CITY,,RED NOTICE YOUTHFUL PRODUCTIONS,"11,340",6300,5700,600,,6300,6300
8009372,2019-12-06,Dec,2019,12/14/2019,80,75,DO,12 MIGHTY ORPHANS,FORT WORTH,12 MIGHTY ORPHANS,,599,1107.8,395.91,711.89,,1107.8,1107.8
8009373,2019-12-06,Dec,2019,12/14/2019,80,75,DO,UGRR,STONE MOUNTAIN,UGRR,ARRI,176,495,147.74,347.26,,495,495
8009374,2019-12-06,Dec,2019,12/14/2019,80,75,DO,PARAMOUNT PICTURES CORP,SECAUCUS,PARAMOUNT STUDIOS,,"11,340",7150,6187.71,962.29,,7150,7150
8009375,2019-12-09,Dec,2019,12/14/2019,80,75,DO,"SO FINE EVENT DESIGN, INC",CONCORD,"AERO MOCK-UPS, INC","SO FINE EVENT DESIGN, INC","2,268",2300,1600,700,,2300,2300
8009376,2019-12-13,Dec,2019,12/14/2019,80,75,DO,"SO FINE EVENT DESIGN, INC",CONCORD,"SO FINE EVENT DESIGN, INC","AERO MOCK-UPS, INC","2,268",2300,1600,700,,2300,2300
8009377,2019-12-09,Dec,2019,12/14/2019,80,75,DO,SERVANT S2 UNCLE GEORGE PRO,GARNET VALLEY,,SERVANT S2 UNCLE GEORGE PRO,606,1504.93,886.35,618.58,,1504.93,1504.93
8009378,2019-12-09,Dec,2019,12/14/2019,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,,GHOST DRAFT - SKYDANCE PRODUCTIONS,98,1128.75,557.35,571.4,,1128.75,1128.75
8009379,2019-12-06,Dec,2019,12/14/2019,80,75,DO,FARGO SEASON 4,CHICAGO,FARGO SEASON 4,,"11,340",7150,5700,1450,,7150,7150
8009380,2019-12-09,Dec,2019,12/18/2019,80,75,DO,BLINDSPOT,BROOKLYN,BLINDSPOT,WARNER BROTHERS PROPERTY DEPT,"1,497",3152,1937.65,1214.35,,3152,3152
8009381,2019-12-09,Dec,2019,12/18/2019,80,75,DO,BAD MANNERS,ATLANTA,BAD MANNERS,,178,440,229.5,210.5,,440,440
8009382,2019-12-10,Dec,2019,12/18/2019,80,75,DO,PANIC PRODUCTIONS,AUSTIN,PANIC PRODUCTIONS,,197,450,331.19,118.81,,450,450
8009383,2019-12-10,Dec,2019,12/18/2019,80,75,DO,PANIC PRODUCTIONS,AUSTIN,PANIC PRODUCTIONS,,125,350,162.72,187.28,,350,350
8009384,2019-12-10,Dec,2019,12/18/2019,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,,,821,1749.9,553.7,1196.2,,1749.9,1749.9
8009385,2019-12-11,Dec,2019,12/18/2019,80,75,DO,12 MIGHTY ORPHANS,FORT WORTH,12 MIGHTY ORPHANS,,225,545.15,325.35,219.8,,545.15,545.15
8009386,2019-12-11,Dec,2019,12/18/2019,80,75,DO,LOVECRAFT COUNTRY,ATLANTA,LOVECRAFT COUNTRY,ISS PROPS,206,424.45,363.06,61.39,,424.45,424.45
8009387,2019-12-12,Dec,2019,12/18/2019,80,75,DO,PANIC PRODUCTIONS,AUSTIN,RAG PLACE,,170,95,45.24,49.76,,95,95
8009388,2019-12-13,Dec,2019,12/18/2019,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,,GHOST DRAFT - SKYDANCE PRODUCTIONS,528,850,402.11,447.89,,850,850
8009389,2019-12-13,Dec,2019,12/18/2019,80,75,DO,RED NOTICE YOUTHFUL PRODUCTIONS,UNION CITY,RED NOTICE YOUTHFUL PRODUCTIONS,,218,2363.25,1071.18,1292.07,,2363.25,2363.25
8009390,2019-12-13,Dec,2019,12/18/2019,80,75,DO,RED NOTICE YOUTHFUL PRODUCTIONS,UNION CITY,WESTERN COSTUME,,196,1907.25,618.58,1288.67,,1907.25,1907.25
8009391,2019-12-13,Dec,2019,12/18/2019,80,75,DO,ESSANAY STUDIO AND LIGHTING CO INC,CHICAGO,ARRI,ESSANAY STUDIO AND LIGHTING CO INC,360,818.35,506.11,312.24,,818.35,818.35
8009392,2019-12-13,Dec,2019,12/18/2019,80,75,DO,FARGO SEASON 4,CHICAGO,FARGO SEASON 4,ROSE BRAND,842,1781.84,948.44,833.4,,1781.84,1781.84
8009393,2019-12-09,Dec,2019,12/18/2019,80,75,DO,"TED CONFERENCES, LLC",NEW YORK,,"TED CONFERENCES, LLC",430,2640.43,1533.87,1106.56,,2640.43,2640.43
8009394,2019-12-11,Dec,2019,12/18/2019,80,75,DO,CLAWS SEASON 4,NEW ORLEANS,ROSCO LABS,CLAWS SEASON 4,91,470,172.76,297.24,,470,470
8009395,2019-12-11,Dec,2019,12/18/2019,80,75,DO,TREVANNA POST,NEW YORK,TREVANNA POST,,,868.24,568.52,299.72,,868.24,868.24
8009396,2019-12-12,Dec,2019,12/18/2019,80,75,DO,BLINDSPOT,BROOKLYN,BLINDSPOT,WARNER BROTHERS PROPERTY DEPT,372,885.69,402.54,483.15,,885.69,885.69
8009397,2019-12-12,Dec,2019,12/18/2019,80,75,DO,12 MIGHTY ORPHANS,FORT WORTH,,12 MIGHTY ORPHANS,504,942.69,458.12,484.57,,942.69,942.69
8009398,2019-12-13,Dec,2019,12/18/2019,80,75,DO,TREVANNA POST,NEW YORK,,TREVANNA POST,218,710,478.65,231.35,,710,710
8009399,2019-12-16,Dec,2019,12/18/2019,80,75,DO,MANK,LOS ANGELES,MANK,,227,810,311.53,498.47,,810,810
8009400,2019-12-06,Dec,2019,12/31/2019,80,75,DO,THE HARDER THEY FALL,SANTA FE,,THE HARDER THEY FALL,657,869.75,2160.27,-1290.52,,869.75,869.75
8009401,2019-12-13,Dec,2019,12/31/2019,80,75,DO,RED ZONE UNTITLED FRED HAMPTON PROJ,CLEVELAND,,,79,490,190.37,299.63,,490,490
8009402,2019-12-16,Dec,2019,12/31/2019,80,75,DO,I'M YOUR WOMAN,PITTSBURGH,I'M YOUR WOMAN,UNIVERSAL STUDIOS WARDROBE,524,1132.55,765.03,367.52,,1132.55,1132.55
8009403,2019-12-13,Dec,2019,12/31/2019,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,,268,631.89,312.29,319.6,,631.89,631.89
8009404,2019-12-13,Dec,2019,12/31/2019,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,,196,490,60.27,429.73,,490,490
8009405,2019-12-13,Dec,2019,12/31/2019,80,75,DO,HEYDEY PRODUCTIONS,BROOKLYN,PEARLWORKS INC,GOLD COAST STUDIOS,745,1462.27,755.21,707.06,,1462.27,1462.27
8009406,2019-12-16,Dec,2019,12/31/2019,80,75,DO,JERAFILM HARVESTWORKS INC,THOUSAND OAKS,,LINCOLN @ MEADOWLANDS ARENA,104,350,205.42,144.58,,350,350
8009407,2019-12-16,Dec,2019,12/31/2019,80,75,DO,SERVANT S2 UNCLE GEORGE PRO,GARNET VALLEY,,SERVANT S2 UNCLE GEORGE PRO,318,723,433.22,289.78,,723,723
8009408,2019-12-17,Dec,2019,12/31/2019,80,75,DO,RAJ TENTS,COMPTON,,RAJ TENTS,386,757.5,440.85,316.65,,757.5,757.5
8009409,2019-12-17,Dec,2019,12/31/2019,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,"11,340",4850,3850,1000,,4850,4850
8009410,2019-12-17,Dec,2019,12/31/2019,80,75,DO,TUPON LLC,LIVERPOOL,TUPON LLC,,431,665,413.16,251.84,,665,665
8009411,2019-12-17,Dec,2019,12/31/2019,80,75,DO,TUPON LLC,LIVERPOOL,TUPON LLC,,489,1130.85,782.37,348.48,,1130.85,1130.85
8009412,2019-12-17,Dec,2019,12/31/2019,80,75,DO,RESPECT PRODUCTIONS LLC,ATLANTA,WESTERN COSTUME,RESPECT PRODUCTIONS LLC,260,2162.25,972.44,1189.81,,2162.25,2162.25
8009413,2019-12-18,Dec,2019,12/31/2019,80,75,DO,I'M YOUR WOMAN,PITTSBURGH,I'M YOUR WOMAN,,455,1308.45,823.29,485.16,,1308.45,1308.45
8009414,2019-12-18,Dec,2019,12/31/2019,80,75,DO,PROP TRX LLC,SIMI VALLEY,THUNDER FORCE - NETFLIX,ISS PROPS,"11,340",5850,5109,741,,5850,5850
8009415,2019-12-19,Dec,2019,12/31/2019,80,75,DO,UGRR,STONE MOUNTAIN,,CREATURE FX,809,1895.17,1437.89,457.28,,1895.17,1895.17
8009416,2019-12-20,Dec,2019,12/31/2019,80,75,DO,RED ZONE UNTITLED FRED HAMPTON PROJ,CLEVELAND,RED ZONE UNTITLED FRED HAMPTON PROJ,,198,820,338.78,481.22,,820,820
8009417,2019-12-23,Dec,2019,12/31/2019,80,75,DO,"BIG C PRODUCTIONS, LLC",CLEVELAND,"BIG C PRODUCTIONS, LLC",,"11,340",6250,5350,900,,6250,6250
8009418,2019-12-23,Dec,2019,12/31/2019,80,75,DO,"BIG C PRODUCTIONS, LLC",CLEVELAND,"BIG C PRODUCTIONS, LLC",,"11,340",6650,5208.85,1441.15,,6650,6650
8009419,2019-12-20,Dec,2019,1/2/2020,80,75,DO,GHOST DRAFT - SKYDANCE PRODUCTIONS,ATLANTA,GHOST DRAFT - SKYDANCE PRODUCTIONS,,98,655,206.21,448.79,,655,655
8009420,2019-12-20,Dec,2019,1/2/2020,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,,118,750,397.82,352.18,,750,750
8009421,2019-12-23,Dec,2019,1/2/2020,80,75,DO,"BIG C PRODUCTIONS, LLC",CLEVELAND,"BIG C PRODUCTIONS, LLC",,376,736.92,444.6,292.32,,736.92,736.92
8009422,2019-12-20,Dec,2019,1/2/2020,80,75,DO,THUNDER FORCE - NETFLIX,UNION CITY,THUNDER FORCE - NETFLIX,,726,1489,896.01,592.99,,1489,1489
8009423,2019-12-26,Dec,2019,1/2/2020,80,75,DO,INFINITY MARKETING TEAM,CULVER CITY,"AERO MOCK-UPS, INC",,"2,268",1250,750,500,,1250,1250
8009424,2019-12-13,Dec,2019,1/8/2020,80,75,DO,4D TRANSPORTATION,WOODSTOCK,,,"1,179",4080,3260.66,819.34,,4080,4080
8009425,2019-12-18,Dec,2019,1/8/2020,80,75,DO,LOOKING FOR ALASKA,HAMMOND,LOOKING FOR ALASKA,,368,851.79,527.58,324.21,,851.79,851.79
8009426,2019-12-23,Dec,2019,1/8/2020,80,75,DO,PAIGE WILSON,HOUSTON,ART DIRECTORS GUILD,TEXAS PERFORMING ARTS,130,460,308.11,151.89,,460,460
8009427,2019-12-23,Dec,2019,1/8/2020,80,75,DO,RGP,LOS ANGELES,ANNEX PRODUCTIONS,,310,669.57,217.05,452.52,,,669.57
8009428,2019-12-23,Dec,2019,1/8/2020,80,75,DO,RED ZONE UNTITLED FRED HAMPTON PROJ,CLEVELAND,RED ZONE UNTITLED FRED HAMPTON PROJ,,166,555,335.38,219.62,,555,555
8009429,2019-12-26,Dec,2019,1/8/2020,80,75,DO,JERAFILM HARVESTWORKS INC,THOUSAND OAKS,MIKE O'SHEA,PANAVISION,90,390,222.74,167.26,,390,390
8009430,2019-12-20,Dec,2019,1/8/2020,80,75,DO,SIMON HATT,BEVERLY HILLS,,SIMON HATT,81,465,136.38,328.62,,465,465
8009431,2019-12-16,Dec,2019,1/9/2020,80,75,DO,STARZ SWEETBITTER PRODUCTIONS LLC,SANTA MONICA,,IT'S A WRAP,599,1239.8,806.29,433.51,,1239.8,1239.8
8009432,2019-12-16,Dec,2019,1/9/2020,80,75,DO,STARZ SWEETBITTER PRODUCTIONS LLC,SANTA MONICA,,,211,653.85,442.36,211.49,,653.85,653.85
8009433,2019-12-19,Dec,2019,1/9/2020,80,75,DO,BLINDSPOT,BROOKLYN,BLINDSPOT,WARNER BROTHERS PROPERTY DEPT,413,1187.2,1180.07,7.13,,1187.2,1187.2
8009434,2019-12-19,Dec,2019,1/9/2020,80,75,DO,BLINDSPOT,BROOKLYN,BLINDSPOT,WARNER BROTHERS PROPERTY DEPT,299,738.4,40.3,698.1,,738.4,738.4
8009435,2019-12-19,Dec,2019,1/9/2020,80,75,DO,UGRR,STONE MOUNTAIN,,BISCHOFFS TAXIDERMY AND ANIMAL FX,582,1206.87,108.85,1098.02,,1206.87,1206.87
8009436,2019-12-20,Dec,2019,1/9/2020,80,75,DO,RED ZONE UNTITLED FRED HAMPTON PROJ,CLEVELAND,RED ZONE UNTITLED FRED HAMPTON PROJ,,314,781.77,1482.64,-700.87,,781.77,781.77
8009437,2019-12-20,Dec,2019,1/9/2020,80,75,DO,RED ZONE UNTITLED FRED HAMPTON PROJ,CLEVELAND,RED ZONE UNTITLED FRED HAMPTON PROJ,,433,1089.95,181.43,908.52,,1089.95,1089.95
8009438,2019-12-20,Dec,2019,1/9/2020,80,75,DO,RED ZONE UNTITLED FRED HAMPTON PROJ,CLEVELAND,RED ZONE UNTITLED FRED HAMPTON PROJ,,245,645.6,166.22,479.38,,645.6,645.6
8009439,2019-12-20,Dec,2019,1/9/2020,80,75,DO,RED ZONE UNTITLED FRED HAMPTON PROJ,CLEVELAND,RED ZONE UNTITLED FRED HAMPTON PROJ,,451,1065.55,457.47,608.08,,1065.55,1065.55
8009440,2019-12-20,Dec,2019,1/9/2020,80,75,DO,RED ZONE UNTITLED FRED HAMPTON PROJ,CLEVELAND,RED ZONE UNTITLED FRED HAMPTON PROJ,,260,714.2,102.53,611.67,,714.2,714.2
8009441,2019-12-23,Dec,2019,1/9/2020,80,75,DO,THE HARDER THEY FALL,SANTA FE,,THE HARDER THEY FALL,299,1192,538.55,653.45,,1192,1192
8009442,2019-12-30,Dec,2019,1/9/2020,80,75,DO,BARB AND STAR PRODUCTIONS,ALBUQUERQUE,,BARB AND STAR PRODUCTIONS,158,425,125.3,299.7,,,425
8009443,2020-01-02,Jan,2020,1/15/2020,80,75,DO,"JCE FILMS, INC",ATLANTA,"JCE FILMS, INC",,533,1284.04,702.69,581.35,,1284.04,1284.04
8009444,2020-01-06,Jan,2020,1/15/2020,80,75,DO,PANIC PRODUCTIONS,AUSTIN,PANIC PRODUCTIONS,RAG PLACE,164,350,209.61,140.39,,350,350
